length,diameter,height,wholeweight,shuckedweight,visceraweight,shellweight,class,F,I,M
0.67,0.525,0.2,1.7405,0.6205,0.297,0.657,11,False,False,True
0.555,0.435,0.14,0.765,0.3945,0.15,0.206,8,False,True,False
0.44,0.345,0.1,0.366,0.122,0.0905,0.12,13,False,True,False
0.56,0.43,0.15,0.8745,0.453,0.161,0.22,8,True,False,False
0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,5,False,True,False
0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,9,False,False,True
0.65,0.545,0.16,1.2425,0.487,0.296,0.48,15,False,False,True
0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,10,True,False,False
0.595,0.495,0.185,1.285,0.416,0.224,0.485,13,True,False,False
0.575,0.42,0.19,1.764,0.914,0.377,0.4095,10,True,False,False
0.475,0.375,0.115,0.5205,0.233,0.119,0.1455,7,False,True,False
0.47,0.375,0.12,0.5805,0.266,0.0935,0.169,8,False,False,True
0.38,0.29,0.1,0.237,0.108,0.0395,0.082,6,False,True,False
0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,6,False,True,False
0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,10,True,False,False
0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7,False,True,False
0.74,0.535,0.185,1.65,0.734,0.4505,0.335,13,False,False,True
0.225,0.165,0.055,0.059,0.027,0.0125,0.015,4,False,True,False
0.455,0.35,0.105,0.416,0.1625,0.097,0.145,11,False,False,True
0.225,0.165,0.055,0.059,0.027,0.0125,0.015,4,False,True,False
0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,5,False,True,False
0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,16,True,False,False
0.665,0.54,0.175,1.347,0.4955,0.254,0.415,17,False,False,True
0.17,0.105,0.035,0.034,0.012,0.0085,0.005,4,False,True,False
0.53,0.42,0.17,0.828,0.41,0.208,0.1505,6,True,False,False
0.62,0.48,0.17,1.1045,0.535,0.25,0.287,10,True,False,False
0.51,0.395,0.105,0.5525,0.234,0.127,0.165,8,False,True,False
0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,9,True,False,False
0.54,0.4,0.145,0.757,0.315,0.181,0.215,11,False,True,False
0.34,0.26,0.08,0.2,0.08,0.0555,0.055,6,False,True,False
0.395,0.3,0.09,0.253,0.1155,0.05,0.075,6,False,True,False
0.585,0.465,0.165,0.885,0.4025,0.1625,0.274,10,False,False,True
0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,29,True,False,False
0.58,0.47,0.165,0.927,0.3215,0.1985,0.315,11,False,False,True
0.62,0.495,0.195,1.5145,0.579,0.346,0.5195,15,False,False,True
0.515,0.39,0.12,0.565,0.235,0.135,0.179,9,False,True,False
0.51,0.405,0.15,0.7035,0.347,0.134,0.1885,8,False,False,True
0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,8,True,False,False
0.535,0.405,0.14,0.7315,0.336,0.156,0.19,7,False,False,True
0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,11,False,False,True
0.45,0.36,0.125,0.45,0.191,0.0865,0.145,12,False,True,False
0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,13,True,False,False
0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6,False,True,False
0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,13,True,False,False
0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,8,False,False,True
0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,8,True,False,False
0.635,0.505,0.185,1.3035,0.501,0.295,0.41,17,True,False,False
0.5,0.355,0.14,0.528,0.2125,0.149,0.14,9,False,False,True
0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21,False,False,True
0.59,0.47,0.18,1.187,0.5985,0.227,0.31,9,False,False,True
0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066,7,False,True,False
0.16,0.12,0.02,0.018,0.0075,0.0045,0.005,4,False,True,False
0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,9,True,False,False
0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,8,False,True,False
0.615,0.525,0.155,1.0385,0.427,0.2315,0.345,11,True,False,False
0.54,0.475,0.155,0.928,0.394,0.194,0.26,11,True,False,False
0.66,0.53,0.17,1.3905,0.5905,0.212,0.453,15,False,False,True
0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,6,False,True,False
0.56,0.44,0.13,0.7235,0.349,0.149,0.2,8,False,True,False
0.58,0.47,0.165,0.9975,0.3935,0.242,0.33,10,False,False,True
0.575,0.445,0.16,0.839,0.4005,0.198,0.239,9,False,False,True
0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,9,True,False,False
0.35,0.265,0.11,0.209,0.066,0.059,0.075,9,False,True,False
0.545,0.44,0.165,0.744,0.2875,0.204,0.25,15,False,False,True
0.6,0.495,0.195,1.0575,0.384,0.19,0.375,26,False,False,True
0.625,0.5,0.175,1.273,0.564,0.302,0.374,9,True,False,False
0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,12,False,False,True
0.555,0.435,0.145,0.9205,0.404,0.2275,0.255,8,False,False,True
0.53,0.415,0.16,0.783,0.2935,0.158,0.245,15,True,False,False
0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7,False,True,False
0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,10,False,False,True
0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,8,False,False,True
0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12,True,False,False
0.435,0.335,0.11,0.383,0.1555,0.0675,0.135,12,False,True,False
0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10,False,False,True
0.52,0.4,0.11,0.597,0.2935,0.1155,0.16,8,False,True,False
0.47,0.355,0.12,0.393,0.167,0.0885,0.115,8,False,True,False
0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,9,False,False,True
0.58,0.45,0.14,0.824,0.3465,0.1765,0.263,10,False,False,True
0.62,0.49,0.16,1.056,0.493,0.244,0.2725,9,True,False,False
0.62,0.47,0.225,1.115,0.378,0.2145,0.36,15,True,False,False
0.52,0.42,0.16,0.745,0.255,0.157,0.2885,11,False,False,True
0.5,0.385,0.12,0.56,0.2835,0.103,0.135,8,False,True,False
0.65,0.525,0.175,1.4715,0.675,0.315,0.399,11,False,False,True
0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,8,False,True,False
0.525,0.4,0.13,0.6445,0.345,0.1285,0.2,8,False,True,False
0.635,0.495,0.18,1.596,0.617,0.317,0.37,11,True,False,False
0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,12,False,False,True
0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17,10,False,False,True
0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,19,False,False,True
0.61,0.47,0.16,1.017,0.426,0.2255,0.32,12,True,False,False
0.47,0.37,0.12,0.5795,0.293,0.227,0.14,9,False,False,True
0.64,0.51,0.17,1.3715,0.567,0.307,0.409,10,False,False,True
0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,8,False,False,True
0.485,0.39,0.125,0.591,0.287,0.141,0.12,9,False,True,False
0.635,0.48,0.19,1.467,0.5825,0.303,0.42,15,False,False,True
0.54,0.385,0.14,0.7655,0.3265,0.116,0.2365,10,True,False,False
0.55,0.38,0.165,1.205,0.543,0.294,0.3345,10,True,False,False
0.515,0.395,0.135,0.516,0.2015,0.132,0.162,9,True,False,False
0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,17,True,False,False
0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11,True,False,False
0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,10,False,False,True
0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,10,True,False,False
0.485,0.39,0.12,0.599,0.251,0.1345,0.169,8,False,False,True
0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,12,True,False,False
0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,6,False,True,False
0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,8,False,False,True
0.665,0.5,0.17,1.2975,0.6035,0.291,0.3595,9,False,True,False
0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,8,False,True,False
0.365,0.295,0.08,0.2555,0.097,0.043,0.1,7,False,False,True
0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,11,False,False,True
0.605,0.45,0.165,1.2225,0.357,0.202,0.385,13,True,False,False
0.64,0.51,0.165,1.486,0.7595,0.332,0.321,8,True,False,False
0.275,0.2,0.065,0.092,0.0385,0.0235,0.027,5,False,True,False
0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,10,True,False,False
0.545,0.435,0.135,0.7715,0.372,0.148,0.227,8,False,True,False
0.425,0.325,0.135,0.382,0.1465,0.079,0.14,12,True,False,False
0.565,0.44,0.155,0.868,0.348,0.217,0.26,11,False,False,True
0.485,0.365,0.155,1.029,0.4235,0.2285,0.313,8,False,False,True
0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11,True,False,False
0.595,0.5,0.18,1.053,0.4405,0.192,0.39,13,True,False,False
0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,9,False,True,False
0.56,0.425,0.125,0.932,0.361,0.213,0.335,9,True,False,False
0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,5,False,False,True
0.545,0.44,0.165,0.744,0.2875,0.204,0.25,15,False,False,True
0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,15,False,True,False
0.635,0.535,0.19,1.242,0.576,0.2475,0.39,14,True,False,False
0.64,0.505,0.19,1.2765,0.4835,0.328,0.4,12,True,False,False
0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10,True,False,False
0.595,0.5,0.165,1.06,0.402,0.28,0.275,11,False,False,True
0.65,0.51,0.175,1.446,0.6485,0.2705,0.45,12,False,False,True
0.46,0.38,0.13,0.639,0.3,0.1525,0.16,11,True,False,False
0.645,0.505,0.185,1.463,0.592,0.3905,0.416,10,False,False,True
0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33,14,True,False,False
0.31,0.225,0.08,0.1345,0.054,0.024,0.05,7,False,False,True
0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535,11,True,False,False
0.5,0.385,0.135,0.551,0.2245,0.0715,0.206,11,False,False,True
0.625,0.495,0.175,1.254,0.5815,0.286,0.3185,9,False,False,True
0.375,0.3,0.075,0.144,0.059,0.03,0.044,7,False,True,False
0.375,0.305,0.115,0.2715,0.092,0.074,0.09,8,False,True,False
0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18,False,True,False
0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,10,False,True,False
0.415,0.325,0.1,0.385,0.167,0.08,0.125,7,False,True,False
0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,11,False,False,True
0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,10,False,False,True
0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,11,True,False,False
0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,17,False,False,True
0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,12,False,False,True
0.375,0.27,0.135,0.597,0.272,0.131,0.1675,7,True,False,False
0.55,0.425,0.15,0.7665,0.339,0.176,0.21,8,False,True,False
0.55,0.42,0.13,0.636,0.294,0.144,0.1755,8,False,True,False
0.545,0.42,0.175,0.754,0.256,0.1775,0.275,10,True,False,False
0.465,0.355,0.105,0.4795,0.227,0.124,0.125,8,False,False,True
0.54,0.385,0.14,0.7655,0.3265,0.116,0.2365,10,True,False,False
0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,10,True,False,False
0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,6,False,True,False
0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,11,True,False,False
0.465,0.34,0.11,0.346,0.1425,0.073,0.113,11,False,True,False
0.625,0.495,0.155,1.177,0.5055,0.278,0.345,9,False,False,True
0.625,0.52,0.18,1.354,0.4845,0.351,0.375,11,True,False,False
0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,5,False,True,False
0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,13,True,False,False
0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,11,False,False,True
0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,13,False,False,True
0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,8,False,False,True
0.185,0.13,0.045,0.029,0.012,0.0075,0.0095,4,False,True,False
0.585,0.51,0.16,1.218,0.639,0.241,0.3,11,False,False,True
0.375,0.28,0.085,0.2145,0.0855,0.0485,0.072,7,False,True,False
0.63,0.515,0.175,1.1955,0.492,0.247,0.37,11,False,False,True
0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,10,False,False,True
0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,9,False,False,True
0.53,0.42,0.13,1.001,0.34,0.226,0.265,17,True,False,False
0.49,0.39,0.135,0.592,0.242,0.096,0.1835,15,False,False,True
0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,13,True,False,False
0.35,0.26,0.095,0.211,0.086,0.056,0.068,7,False,True,False
0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725,8,False,True,False
0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,10,False,False,True
0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14,True,False,False
0.44,0.335,0.11,0.3885,0.175,0.0835,0.111,7,False,True,False
0.58,0.425,0.155,0.873,0.3615,0.249,0.239,10,True,False,False
0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,10,False,False,True
0.61,0.465,0.15,0.9605,0.4495,0.1725,0.286,9,False,True,False
0.47,0.35,0.135,0.567,0.2315,0.1465,0.1525,11,False,True,False
0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,10,True,False,False
0.695,0.55,0.195,1.6645,0.727,0.36,0.445,11,False,False,True
0.46,0.355,0.13,0.458,0.192,0.1055,0.13,13,True,False,False
0.55,0.43,0.15,0.84,0.395,0.195,0.223,8,True,False,False
0.6,0.45,0.16,1.142,0.539,0.225,0.307,10,False,False,True
0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,11,False,False,True
0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,9,False,True,False
0.755,0.575,0.2,2.073,1.0135,0.4655,0.48,11,True,False,False
0.71,0.555,0.17,1.47,0.5375,0.38,0.431,12,True,False,False
0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,10,False,False,True
0.59,0.485,0.12,0.911,0.39,0.182,0.29,16,False,False,True
0.425,0.325,0.11,0.3335,0.173,0.045,0.1,7,False,True,False
0.59,0.475,0.145,1.053,0.4415,0.262,0.325,15,False,False,True
0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,14,False,False,True
0.555,0.455,0.18,0.958,0.296,0.195,0.39,14,True,False,False
0.375,0.28,0.085,0.3155,0.187,0.046,0.067,7,False,True,False
0.605,0.49,0.18,1.167,0.457,0.29,0.3745,9,False,False,True
0.515,0.405,0.12,0.646,0.2895,0.1405,0.177,10,True,False,False
0.42,0.33,0.125,0.463,0.186,0.11,0.145,10,True,False,False
0.665,0.51,0.175,1.3805,0.675,0.2985,0.325,10,True,False,False
0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,14,True,False,False
0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,16,False,True,False
0.46,0.35,0.115,0.44,0.19,0.1025,0.13,8,True,False,False
0.525,0.415,0.135,0.7945,0.394,0.189,0.202,7,False,False,True
0.56,0.44,0.14,0.825,0.402,0.139,0.245,10,False,True,False
0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,8,True,False,False
0.545,0.435,0.145,0.9385,0.3685,0.1245,0.345,11,False,False,True
0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,9,False,False,True
0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,11,False,False,True
0.16,0.12,0.02,0.018,0.0075,0.0045,0.005,4,False,True,False
0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,8,False,True,False
0.425,0.33,0.115,0.3265,0.1315,0.077,0.103,6,False,True,False
0.46,0.36,0.105,0.466,0.2225,0.099,0.11,7,False,True,False
0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,11,False,False,True
0.47,0.355,0.115,0.4155,0.167,0.084,0.139,7,False,True,False
0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,9,False,False,True
0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,4,False,True,False
0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,6,False,True,False
0.355,0.28,0.085,0.2905,0.095,0.0395,0.115,7,False,True,False
0.405,0.31,0.11,0.91,0.416,0.2075,0.0995,8,False,True,False
0.72,0.585,0.22,1.914,0.9155,0.448,0.479,11,False,False,True
0.43,0.34,0.12,0.391,0.1555,0.095,0.1405,7,True,False,False
0.625,0.485,0.165,1.2255,0.5075,0.296,0.36,10,True,False,False
0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348,7,False,False,True
0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,9,False,False,True
0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,9,False,True,False
0.585,0.475,0.12,0.945,0.41,0.2115,0.28,14,False,False,True
0.335,0.25,0.08,0.1695,0.0695,0.044,0.0495,6,False,True,False
0.575,0.465,0.195,0.9965,0.417,0.247,0.47,8,True,False,False
0.375,0.265,0.095,0.196,0.085,0.042,0.0585,5,False,True,False
0.47,0.355,0.12,0.393,0.167,0.0885,0.115,8,False,True,False
0.53,0.395,0.13,0.575,0.247,0.115,0.183,9,False,True,False
0.62,0.5,0.15,1.293,0.596,0.3135,0.354,10,True,False,False
0.315,0.23,0.09,0.1285,0.043,0.04,0.04,7,False,True,False
0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,11,False,False,True
0.575,0.45,0.15,0.858,0.449,0.166,0.215,10,False,True,False
0.55,0.44,0.125,0.765,0.33,0.2125,0.245,9,True,False,False
0.56,0.455,0.19,0.714,0.283,0.129,0.275,9,True,False,False
0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,10,True,False,False
0.54,0.41,0.145,0.989,0.2815,0.213,0.355,19,False,False,True
0.53,0.415,0.12,0.706,0.3355,0.1635,0.1345,9,False,False,True
0.535,0.42,0.145,0.791,0.33,0.189,0.25,10,False,False,True
0.585,0.455,0.14,0.97,0.462,0.185,0.295,9,False,False,True
0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,9,False,True,False
0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,10,False,False,True
0.7,0.55,0.2,1.523,0.693,0.306,0.4405,13,False,False,True
0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3,False,True,False
0.44,0.33,0.135,0.522,0.17,0.0905,0.195,16,False,True,False
0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,9,False,True,False
0.58,0.435,0.15,0.839,0.3485,0.207,0.192,7,True,False,False
0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,7,True,False,False
0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,12,True,False,False
0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,11,False,True,False
0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,9,True,False,False
0.395,0.305,0.105,0.282,0.0975,0.065,0.096,9,False,False,True
0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,12,False,True,False
0.41,0.31,0.11,0.315,0.124,0.082,0.095,9,False,True,False
0.595,0.455,0.14,0.914,0.3895,0.2225,0.271,9,True,False,False
0.325,0.245,0.075,0.1495,0.0605,0.033,0.045,5,False,True,False
0.415,0.315,0.09,0.3625,0.175,0.0835,0.093,6,False,True,False
0.555,0.435,0.14,0.7495,0.341,0.1645,0.214,8,False,False,True
0.305,0.245,0.075,0.156,0.0675,0.038,0.045,7,False,True,False
0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18,False,False,True
0.32,0.24,0.085,0.17,0.0655,0.047,0.049,7,False,False,True
0.435,0.335,0.11,0.334,0.1355,0.0775,0.0965,7,False,True,False
0.675,0.52,0.145,1.3645,0.557,0.3405,0.385,11,False,False,True
0.625,0.465,0.14,1.195,0.4825,0.205,0.4,13,False,False,True
0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,8,False,True,False
0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995,8,True,False,False
0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315,9,True,False,False
0.485,0.355,0.12,0.547,0.215,0.1615,0.14,10,False,False,True
0.465,0.355,0.105,0.4795,0.227,0.124,0.125,8,False,False,True
0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965,14,True,False,False
0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,9,False,True,False
0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,13,False,False,True
0.545,0.435,0.145,0.9385,0.3685,0.1245,0.345,11,False,False,True
0.575,0.45,0.125,0.78,0.3275,0.188,0.235,9,False,True,False
0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,8,False,False,True
0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,8,False,True,False
0.47,0.355,0.125,0.499,0.21,0.0985,0.155,8,False,True,False
0.35,0.265,0.08,0.192,0.081,0.0465,0.053,6,False,True,False
0.11,0.09,0.03,0.008,0.0025,0.002,0.003,3,False,True,False
0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,13,False,False,True
0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,9,False,False,True
0.585,0.465,0.16,0.9555,0.4595,0.236,0.265,7,False,False,True
0.57,0.44,0.13,0.7665,0.347,0.1785,0.202,10,False,True,False
0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,10,True,False,False
0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565,10,True,False,False
0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10,False,False,True
0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,8,False,False,True
0.46,0.355,0.13,0.517,0.2205,0.114,0.165,9,True,False,False
0.375,0.305,0.115,0.2715,0.092,0.074,0.09,8,False,True,False
0.7,0.55,0.2,1.523,0.693,0.306,0.4405,13,False,False,True
0.48,0.39,0.15,0.6275,0.276,0.134,0.185,13,False,True,False
0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,12,True,False,False
0.58,0.43,0.125,0.9115,0.446,0.2075,0.121,10,False,False,True
0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,8,True,False,False
0.48,0.38,0.145,0.59,0.232,0.141,0.23,12,True,False,False
0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215,4,False,True,False
0.64,0.49,0.155,1.1285,0.477,0.269,0.34,9,False,False,True
0.355,0.28,0.11,0.2235,0.0815,0.0525,0.08,7,False,True,False
0.475,0.36,0.1,0.4285,0.1965,0.099,0.112,7,False,False,True
0.47,0.365,0.1,0.411,0.175,0.0855,0.135,8,False,True,False
0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9,False,True,False
0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185,10,False,False,True
0.52,0.38,0.125,0.5545,0.288,0.1295,0.167,8,False,True,False
0.32,0.235,0.08,0.1485,0.064,0.031,0.045,6,False,True,False
0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,9,False,False,True
0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,10,False,False,True
0.58,0.45,0.235,1.071,0.3,0.206,0.395,14,True,False,False
0.41,0.305,0.1,0.2645,0.1,0.0655,0.085,7,False,True,False
0.52,0.395,0.145,0.77,0.424,0.142,0.1895,7,False,True,False
0.565,0.39,0.125,0.744,0.352,0.13,0.1685,11,False,False,True
0.445,0.325,0.1,0.378,0.1795,0.1,0.089,7,False,True,False
0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54,10,False,False,True
0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,11,False,False,True
0.235,0.17,0.055,0.0515,0.018,0.0105,0.0195,7,False,False,True
0.625,0.5,0.14,1.096,0.5445,0.2165,0.295,10,False,False,True
0.455,0.335,0.105,0.422,0.229,0.0865,0.1,6,False,True,False
0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,10,True,False,False
0.44,0.34,0.105,0.369,0.164,0.08,0.1015,5,False,True,False
0.615,0.455,0.135,1.059,0.4735,0.263,0.274,9,True,False,False
0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,20,False,False,True
0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,11,True,False,False
0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,15,False,False,True
0.43,0.315,0.095,0.378,0.175,0.08,0.1045,8,False,True,False
0.58,0.46,0.15,1.049,0.5205,0.1935,0.305,10,False,False,True
0.59,0.445,0.135,0.7715,0.328,0.1745,0.23,9,False,True,False
0.48,0.355,0.11,0.4495,0.201,0.089,0.14,8,False,True,False
0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10,False,False,True
0.53,0.395,0.115,0.475,0.2025,0.101,0.148,8,False,True,False
0.625,0.485,0.15,1.044,0.438,0.2865,0.278,9,False,True,False
0.55,0.38,0.165,1.205,0.543,0.294,0.3345,10,True,False,False
0.555,0.405,0.19,1.406,0.6115,0.342,0.389,10,False,False,True
0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18,True,False,False
0.48,0.37,0.13,0.643,0.349,0.1155,0.135,8,False,False,True
0.645,0.505,0.165,1.318,0.55,0.3015,0.335,11,True,False,False
0.515,0.425,0.14,0.766,0.304,0.1725,0.255,14,True,False,False
0.53,0.415,0.14,0.724,0.3105,0.1675,0.205,10,False,False,True
0.66,0.525,0.18,1.478,0.5815,0.381,0.372,10,False,False,True
0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,11,True,False,False
0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7,False,True,False
0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,10,True,False,False
0.53,0.415,0.14,0.724,0.3105,0.1675,0.205,10,False,False,True
0.645,0.52,0.175,1.561,0.709,0.3555,0.4,8,False,False,True
0.62,0.485,0.145,1.003,0.4655,0.2195,0.28,11,False,False,True
0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,6,False,True,False
0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,5,False,True,False
0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13,True,False,False
0.16,0.12,0.02,0.018,0.0075,0.0045,0.005,4,False,True,False
0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,10,False,False,True
0.565,0.435,0.185,0.9815,0.329,0.136,0.39,13,False,False,True
0.65,0.51,0.155,1.407,0.7215,0.298,0.335,9,False,False,True
0.405,0.305,0.1,0.268,0.1145,0.053,0.085,7,False,True,False
0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10,False,False,True
0.665,0.57,0.185,1.522,0.6965,0.3025,0.405,13,True,False,False
0.55,0.42,0.145,0.7385,0.321,0.1485,0.252,11,False,False,True
0.6,0.475,0.16,1.164,0.5045,0.2635,0.335,12,False,False,True
0.32,0.235,0.08,0.1485,0.064,0.031,0.045,6,False,True,False
0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,10,True,False,False
0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15,False,True,False
0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,15,False,False,True
0.51,0.39,0.125,0.6565,0.262,0.1835,0.175,10,False,False,True
0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10,True,False,False
0.335,0.265,0.105,0.222,0.0935,0.056,0.075,7,False,False,True
0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335,13,True,False,False
