length,diameter,height,wholeweight,shuckedweight,visceraweight,shellweight,class,F,I,M
0.37,0.29,0.115,0.25,0.111,0.057,0.075,9,True,False,False
0.635,0.51,0.17,1.2235,0.532,0.271,0.354,9,True,False,False
0.345,0.27,0.095,0.197,0.0665,0.05,0.07,9,False,False,True
0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,9,False,False,True
0.59,0.465,0.15,1.151,0.613,0.239,0.2515,9,True,False,False
0.535,0.39,0.125,0.599,0.2595,0.149,0.169,9,False,True,False
0.645,0.5,0.16,1.3815,0.672,0.326,0.315,9,False,False,True
0.585,0.465,0.15,0.98,0.4315,0.2545,0.247,9,False,False,True
0.52,0.395,0.125,0.663,0.3005,0.131,0.1905,9,False,True,False
0.61,0.465,0.125,0.9225,0.436,0.19,0.26,9,False,True,False
0.6,0.485,0.165,1.1405,0.587,0.2175,0.288,9,True,False,False
0.55,0.43,0.14,0.8105,0.368,0.161,0.275,9,True,False,False
0.57,0.465,0.155,0.9685,0.446,0.261,0.255,9,True,False,False
0.545,0.41,0.12,0.793,0.434,0.1405,0.19,9,False,False,True
0.67,0.525,0.18,1.4915,0.728,0.343,0.381,9,False,False,True
0.6,0.51,0.185,1.285,0.6095,0.2745,0.315,9,False,False,True
0.62,0.48,0.175,1.0405,0.464,0.2225,0.3,9,True,False,False
0.555,0.455,0.135,0.837,0.382,0.171,0.235,9,False,False,True
0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,9,True,False,False
0.575,0.48,0.15,0.9465,0.4355,0.2605,0.2505,9,False,False,True
0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,9,False,False,True
0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,9,True,False,False
0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,9,False,True,False
0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,9,False,False,True
0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,9,False,False,True
0.47,0.355,0.12,0.4915,0.1765,0.1125,0.1325,9,False,True,False
0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,9,False,True,False
0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,9,True,False,False
0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,9,False,True,False
0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9,True,False,False
0.575,0.475,0.145,0.857,0.3665,0.173,0.269,9,False,False,True
0.575,0.46,0.15,0.927,0.333,0.207,0.2985,9,True,False,False
0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,9,False,False,True
0.625,0.5,0.175,1.273,0.564,0.302,0.374,9,True,False,False
0.65,0.495,0.155,1.337,0.615,0.3195,0.335,9,True,False,False
0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,9,False,False,True
0.455,0.37,0.125,0.433,0.201,0.1265,0.145,9,False,True,False
0.625,0.495,0.155,1.025,0.46,0.1945,0.34,9,False,False,True
0.605,0.47,0.155,0.974,0.393,0.224,0.3345,9,True,False,False
0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,9,False,True,False
0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,9,False,False,True
0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,9,False,True,False
0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,9,True,False,False
0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,9,False,False,True
0.35,0.26,0.09,0.195,0.0745,0.041,0.0655,9,False,False,True
0.525,0.39,0.12,0.664,0.3115,0.147,0.178,9,False,True,False
0.56,0.41,0.16,0.8215,0.342,0.184,0.253,9,True,False,False
0.635,0.51,0.17,1.3555,0.619,0.305,0.39,9,False,False,True
0.55,0.425,0.15,0.639,0.269,0.1345,0.217,9,False,True,False
0.595,0.465,0.15,1.0765,0.491,0.22,0.287,9,True,False,False
0.63,0.47,0.145,1.1005,0.52,0.26,0.276,9,False,False,True
0.32,0.25,0.08,0.1565,0.057,0.034,0.06,9,False,True,False
0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,9,True,False,False
0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,9,False,False,True
0.445,0.33,0.105,0.4525,0.18,0.103,0.123,9,True,False,False
0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,9,False,True,False
0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,9,False,True,False
0.595,0.46,0.14,1.0045,0.4655,0.2095,0.2515,9,True,False,False
0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,9,True,False,False
0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,9,False,True,False
0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,9,True,False,False
0.645,0.495,0.15,1.2095,0.603,0.2225,0.339,9,False,False,True
0.62,0.49,0.155,1.1,0.505,0.2475,0.31,9,False,False,True
0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9,False,False,True
0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,9,False,True,False
0.58,0.45,0.155,0.93,0.385,0.246,0.265,9,True,False,False
0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,9,True,False,False
0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,9,True,False,False
0.455,0.35,0.13,0.4725,0.215,0.0745,0.15,9,False,True,False
0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,9,True,False,False
0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,9,False,False,True
0.45,0.335,0.105,0.425,0.1865,0.091,0.115,9,True,False,False
0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,9,False,True,False
0.61,0.365,0.155,1.0765,0.488,0.249,0.27,9,False,False,True
0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,9,False,True,False
0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9,False,True,False
0.615,0.48,0.175,1.118,0.446,0.3195,0.3,9,False,False,True
0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,9,False,True,False
0.595,0.46,0.14,0.852,0.4215,0.2255,0.227,9,False,False,True
0.44,0.305,0.115,0.379,0.162,0.091,0.11,9,False,True,False
0.585,0.45,0.135,0.855,0.3795,0.187,0.26,9,False,True,False
0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,9,True,False,False
0.525,0.375,0.12,0.6315,0.3045,0.114,0.19,9,False,True,False
0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,9,False,True,False
0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,9,False,False,True
0.56,0.455,0.16,0.967,0.4525,0.207,0.274,9,True,False,False
0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,9,True,False,False
0.61,0.45,0.16,1.136,0.414,0.311,0.3,9,True,False,False
0.58,0.45,0.14,0.9615,0.486,0.1815,0.253,9,False,False,True
0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,9,False,True,False
0.53,0.41,0.125,0.769,0.346,0.173,0.215,9,False,False,True
0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9,True,False,False
0.575,0.465,0.175,1.099,0.4735,0.202,0.35,9,True,False,False
0.615,0.47,0.155,1.084,0.5885,0.209,0.246,9,True,False,False
0.49,0.375,0.15,0.5755,0.22,0.144,0.19,9,True,False,False
0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,9,False,True,False
0.655,0.51,0.15,1.043,0.4795,0.223,0.305,9,True,False,False
0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155,9,True,False,False
0.635,0.505,0.17,1.2635,0.512,0.322,0.355,9,True,False,False
0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,9,False,True,False
0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,9,False,False,True
0.54,0.405,0.125,0.891,0.4815,0.1915,0.202,9,False,False,True
0.58,0.46,0.15,1.0165,0.491,0.221,0.265,9,False,False,True
0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22,9,False,True,False
0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,9,False,False,True
0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9,False,False,True
0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,9,True,False,False
0.575,0.465,0.15,1.08,0.595,0.2065,0.238,9,False,False,True
0.59,0.46,0.125,0.755,0.334,0.15,0.238,9,False,True,False
0.455,0.365,0.135,0.441,0.1515,0.1165,0.145,9,False,True,False
0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,9,False,False,True
0.615,0.475,0.17,1.055,0.543,0.246,0.2345,9,True,False,False
0.55,0.42,0.155,0.912,0.495,0.1805,0.205,9,False,True,False
0.575,0.48,0.165,1.078,0.511,0.2095,0.306,9,True,False,False
0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,9,False,False,True
0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,9,True,False,False
0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,9,True,False,False
0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,9,True,False,False
0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,9,False,True,False
0.47,0.37,0.12,0.5795,0.293,0.227,0.14,9,False,False,True
0.615,0.475,0.155,1.027,0.447,0.25,0.285,9,True,False,False
0.56,0.455,0.19,0.714,0.283,0.129,0.275,9,True,False,False
0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,9,True,False,False
0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,9,False,False,True
0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345,9,False,False,True
0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,9,False,False,True
0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,9,False,True,False
0.64,0.49,0.155,1.1285,0.477,0.269,0.34,9,False,False,True
0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985,9,False,False,True
0.585,0.455,0.14,0.97,0.462,0.185,0.295,9,False,False,True
0.545,0.4,0.14,0.778,0.368,0.215,0.18,9,True,False,False
0.355,0.29,0.09,0.3275,0.134,0.086,0.09,9,False,False,True
0.58,0.45,0.15,0.92,0.393,0.212,0.2895,9,True,False,False
0.505,0.4,0.165,0.729,0.2675,0.155,0.25,9,True,False,False
0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,9,False,False,True
0.53,0.395,0.13,0.575,0.247,0.115,0.183,9,False,True,False
0.51,0.41,0.155,1.2825,0.569,0.291,0.3795,9,False,False,True
0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,9,False,True,False
0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,9,False,False,True
0.58,0.455,0.17,0.93,0.408,0.259,0.22,9,False,False,True
0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,9,False,False,True
0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9,False,True,False
0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565,9,True,False,False
0.6,0.445,0.135,0.9205,0.445,0.2035,0.253,9,False,True,False
0.475,0.36,0.125,0.447,0.1695,0.081,0.14,9,True,False,False
0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,9,False,False,True
0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,9,False,False,True
0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,9,False,False,True
0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,9,True,False,False
0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,9,False,False,True
0.56,0.435,0.13,0.777,0.354,0.173,0.222,9,False,True,False
0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,9,False,False,True
0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,9,True,False,False
0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9,True,False,False
0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,9,False,False,True
0.465,0.355,0.09,0.4325,0.2005,0.074,0.1275,9,False,True,False
0.61,0.485,0.17,1.281,0.597,0.3035,0.33,9,False,False,True
0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,9,True,False,False
0.605,0.475,0.14,1.1175,0.555,0.257,0.274,9,False,False,True
0.53,0.405,0.12,0.632,0.2715,0.148,0.1875,9,False,True,False
0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,9,True,False,False
0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,9,False,False,True
0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,9,False,True,False
0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,9,False,True,False
0.575,0.455,0.135,0.907,0.4245,0.197,0.26,9,False,False,True
0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,9,False,True,False
0.445,0.37,0.125,0.515,0.2495,0.087,0.159,9,False,False,True
0.55,0.465,0.15,0.936,0.481,0.174,0.2435,9,False,True,False
0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,9,True,False,False
0.58,0.445,0.16,0.984,0.49,0.201,0.27,9,False,False,True
0.625,0.5,0.165,1.288,0.573,0.3035,0.315,9,True,False,False
0.555,0.45,0.175,0.738,0.304,0.1755,0.22,9,False,True,False
0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,9,True,False,False
0.475,0.355,0.125,0.4625,0.186,0.107,0.145,9,False,False,True
0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,9,False,False,True
0.44,0.375,0.13,0.487,0.226,0.0965,0.155,9,False,False,True
0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,9,True,False,False
0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,9,False,False,True
0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,9,False,False,True
0.41,0.315,0.095,0.306,0.121,0.0735,0.09,9,False,False,True
0.635,0.495,0.175,1.211,0.707,0.2725,0.323,9,True,False,False
0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965,9,False,True,False
0.615,0.47,0.15,1.0875,0.4975,0.283,0.2685,9,False,False,True
0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,9,True,False,False
0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,9,False,False,True
0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,9,False,False,True
0.65,0.51,0.155,1.407,0.7215,0.298,0.335,9,False,False,True
0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315,9,True,False,False
0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,9,False,True,False
0.44,0.35,0.125,0.4035,0.175,0.063,0.129,9,True,False,False
0.555,0.43,0.15,0.783,0.345,0.1755,0.247,9,False,True,False
0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,9,False,False,True
0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,9,False,True,False
0.44,0.34,0.14,0.482,0.186,0.1085,0.16,9,True,False,False
0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,9,False,True,False
0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,9,False,False,True
0.5,0.355,0.14,0.528,0.2125,0.149,0.14,9,False,False,True
0.48,0.37,0.125,0.474,0.179,0.1035,0.175,9,False,True,False
0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9,True,False,False
0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,9,False,True,False
0.625,0.47,0.15,1.124,0.556,0.2315,0.287,9,False,False,True
0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,9,True,False,False
0.51,0.39,0.135,0.6335,0.231,0.179,0.2,9,True,False,False
0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,9,True,False,False
0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,9,False,True,False
0.665,0.5,0.17,1.2975,0.6035,0.291,0.3595,9,False,True,False
0.645,0.51,0.19,1.4745,0.605,0.345,0.48,9,False,False,True
0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,9,False,False,True
0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,9,True,False,False
0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,9,False,True,False
0.35,0.265,0.11,0.209,0.066,0.059,0.075,9,False,True,False
0.6,0.47,0.165,1.059,0.504,0.241,0.275,9,False,False,True
0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715,9,True,False,False
0.565,0.42,0.155,0.743,0.31,0.186,0.231,9,False,True,False
0.705,0.54,0.205,1.757,0.8265,0.417,0.461,9,True,False,False
0.42,0.325,0.125,0.3915,0.1575,0.1025,0.115,9,False,True,False
0.54,0.415,0.135,0.709,0.3195,0.174,0.185,9,False,True,False
0.55,0.44,0.125,0.765,0.33,0.2125,0.245,9,True,False,False
0.55,0.415,0.135,0.7635,0.318,0.21,0.2,9,True,False,False
0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,9,False,True,False
0.595,0.46,0.16,0.921,0.4005,0.2025,0.2875,9,True,False,False
0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,10,False,True,False
0.615,0.455,0.145,1.1155,0.5045,0.238,0.315,10,True,False,False
0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,10,False,False,True
0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,10,False,False,True
0.575,0.45,0.135,0.8285,0.362,0.1655,0.236,10,True,False,False
0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,10,False,True,False
0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,10,True,False,False
0.62,0.48,0.165,1.043,0.4835,0.221,0.31,10,True,False,False
0.625,0.49,0.145,0.92,0.437,0.1735,0.28,10,True,False,False
0.66,0.53,0.17,1.431,0.622,0.309,0.398,10,True,False,False
0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10,False,False,True
0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,10,True,False,False
0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10,True,False,False
0.575,0.445,0.14,0.737,0.325,0.1405,0.237,10,False,False,True
0.645,0.515,0.15,1.212,0.515,0.2055,0.385,10,True,False,False
0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185,10,True,False,False
0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,10,False,False,True
0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,10,False,False,True
0.63,0.475,0.155,1.0005,0.452,0.252,0.265,10,True,False,False
0.645,0.5,0.175,1.3375,0.554,0.308,0.415,10,False,False,True
0.68,0.52,0.195,1.4535,0.592,0.391,0.4125,10,False,False,True
0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,10,False,False,True
0.44,0.34,0.1,0.451,0.188,0.087,0.13,10,True,False,False
0.61,0.46,0.145,1.1185,0.478,0.2945,0.2985,10,True,False,False
0.55,0.38,0.165,1.205,0.543,0.294,0.3345,10,True,False,False
0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,10,True,False,False
0.595,0.455,0.15,0.886,0.4315,0.201,0.223,10,False,False,True
0.605,0.48,0.17,1.1835,0.582,0.2365,0.317,10,False,False,True
0.59,0.465,0.165,1.115,0.5165,0.273,0.275,10,False,False,True
0.54,0.415,0.17,0.879,0.339,0.208,0.255,10,False,False,True
0.655,0.545,0.19,1.4245,0.6325,0.333,0.378,10,False,False,True
0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,10,False,False,True
0.595,0.46,0.155,1.03,0.4275,0.207,0.3305,10,False,False,True
0.47,0.375,0.125,0.5615,0.252,0.137,0.18,10,True,False,False
0.43,0.35,0.11,0.406,0.1675,0.081,0.135,10,False,False,True
0.62,0.475,0.16,1.1295,0.463,0.2685,0.33,10,True,False,False
0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,10,True,False,False
0.53,0.42,0.155,0.81,0.4725,0.111,0.192,10,False,True,False
0.77,0.6,0.215,2.1945,1.0515,0.482,0.584,10,False,False,True
0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,10,False,False,True
0.715,0.535,0.19,1.6755,0.889,0.313,0.42,10,False,False,True
0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,10,True,False,False
0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,10,True,False,False
0.645,0.51,0.155,1.129,0.5015,0.24,0.342,10,True,False,False
0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,10,False,True,False
0.495,0.38,0.12,0.474,0.197,0.1065,0.1545,10,False,False,True
0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10,True,False,False
0.63,0.49,0.165,1.2005,0.575,0.273,0.294,10,False,False,True
0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,10,False,True,False
0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,10,False,False,True
0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,10,True,False,False
0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,10,True,False,False
0.72,0.57,0.2,1.8275,0.919,0.366,0.485,10,False,False,True
0.635,0.51,0.155,0.986,0.405,0.2255,0.31,10,False,False,True
0.54,0.415,0.11,0.619,0.2755,0.15,0.1765,10,False,True,False
0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965,10,True,False,False
0.66,0.505,0.165,1.374,0.589,0.351,0.345,10,False,False,True
0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135,10,True,False,False
0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135,10,False,False,True
0.64,0.51,0.17,1.3715,0.567,0.307,0.409,10,False,False,True
0.615,0.5,0.17,1.054,0.4845,0.228,0.295,10,False,False,True
0.67,0.525,0.195,1.42,0.573,0.368,0.3905,10,True,False,False
0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,10,False,False,True
0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,10,True,False,False
0.64,0.5,0.175,1.394,0.4935,0.291,0.4,10,True,False,False
0.61,0.49,0.16,1.112,0.465,0.228,0.341,10,False,False,True
0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,10,False,False,True
0.4,0.305,0.085,0.297,0.108,0.0705,0.1,10,False,False,True
0.46,0.34,0.135,0.495,0.1655,0.117,0.185,10,False,False,True
0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,10,True,False,False
0.625,0.48,0.17,1.3555,0.671,0.268,0.3385,10,False,False,True
0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,10,True,False,False
0.6,0.45,0.16,1.142,0.539,0.225,0.307,10,False,False,True
0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10,False,False,True
0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10,True,False,False
0.36,0.265,0.09,0.2165,0.096,0.037,0.0735,10,True,False,False
0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,10,True,False,False
0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10,True,False,False
0.53,0.42,0.135,0.675,0.294,0.156,0.1825,10,False,False,True
0.575,0.445,0.145,0.876,0.3795,0.1615,0.27,10,False,False,True
0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26,10,False,True,False
0.605,0.475,0.175,1.201,0.5395,0.275,0.309,10,False,False,True
0.585,0.48,0.185,1.04,0.434,0.265,0.285,10,False,False,True
0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,10,True,False,False
0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,10,True,False,False
0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565,10,True,False,False
0.59,0.455,0.175,0.966,0.391,0.2455,0.31,10,True,False,False
0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,10,True,False,False
0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308,10,True,False,False
0.58,0.425,0.155,0.873,0.3615,0.249,0.239,10,True,False,False
0.655,0.51,0.175,1.6525,0.8515,0.3365,0.403,10,True,False,False
0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,10,False,True,False
0.485,0.4,0.135,0.663,0.313,0.137,0.2,10,False,False,True
0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,10,False,False,True
0.665,0.515,0.18,1.389,0.5945,0.324,0.395,10,True,False,False
0.38,0.275,0.1,0.2255,0.08,0.049,0.085,10,False,True,False
0.645,0.515,0.175,1.546,0.7035,0.365,0.415,10,True,False,False
0.625,0.49,0.155,1.33,0.6675,0.259,0.33,10,True,False,False
0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075,10,False,False,True
0.4,0.315,0.105,0.287,0.1135,0.037,0.113,10,False,False,True
0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,10,False,False,True
0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,10,False,False,True
0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10,False,False,True
0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,10,False,False,True
0.525,0.365,0.17,0.9605,0.438,0.2225,0.276,10,False,False,True
0.59,0.455,0.155,0.8855,0.388,0.188,0.275,10,False,False,True
0.56,0.45,0.155,0.9125,0.3595,0.271,0.35,10,False,False,True
0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,10,True,False,False
0.48,0.405,0.13,0.6375,0.277,0.1445,0.21,10,True,False,False
0.655,0.55,0.18,1.274,0.586,0.281,0.365,10,False,False,True
0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,10,True,False,False
0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,10,True,False,False
0.655,0.505,0.165,1.27,0.6035,0.262,0.335,10,False,False,True
0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,10,False,False,True
0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,10,False,False,True
0.47,0.375,0.105,0.441,0.167,0.0865,0.145,10,False,True,False
0.37,0.29,0.09,0.241,0.11,0.045,0.069,10,False,False,True
0.57,0.435,0.13,0.7535,0.349,0.1755,0.194,10,False,False,True
0.57,0.425,0.14,0.7655,0.331,0.14,0.24,10,False,True,False
0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,10,True,False,False
0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17,10,True,False,False
0.585,0.46,0.15,1.206,0.581,0.216,0.323,10,False,False,True
0.56,0.445,0.15,0.8225,0.3685,0.187,0.236,10,False,True,False
0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,10,False,False,True
0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10,False,False,True
0.53,0.43,0.135,0.879,0.28,0.2165,0.25,10,False,False,True
0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,10,False,True,False
0.55,0.425,0.155,0.8725,0.412,0.187,0.2425,10,False,True,False
0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506,10,False,False,True
0.52,0.385,0.165,0.791,0.375,0.18,0.1815,10,False,False,True
0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,10,False,False,True
0.58,0.46,0.14,0.8295,0.3915,0.165,0.238,10,False,True,False
0.615,0.475,0.155,1.115,0.484,0.2115,0.355,10,True,False,False
0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,10,True,False,False
0.6,0.49,0.21,1.9875,1.005,0.419,0.491,10,False,False,True
0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,10,False,False,True
0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10,False,False,True
0.625,0.49,0.165,1.205,0.5175,0.3105,0.3465,10,False,False,True
0.575,0.45,0.13,0.8145,0.403,0.1715,0.213,10,False,True,False
0.735,0.57,0.21,2.2355,1.1705,0.463,0.5315,10,False,False,True
0.625,0.48,0.175,1.065,0.4865,0.259,0.285,10,False,False,True
0.555,0.405,0.19,1.406,0.6115,0.342,0.389,10,False,False,True
0.6,0.46,0.18,1.14,0.423,0.2575,0.365,10,False,False,True
0.52,0.41,0.14,0.699,0.3395,0.129,0.1945,10,False,True,False
0.54,0.42,0.19,0.6855,0.293,0.163,0.38,10,False,False,True
0.615,0.455,0.15,0.9335,0.382,0.247,0.2615,10,False,False,True
0.57,0.45,0.155,1.1935,0.513,0.21,0.343,10,False,False,True
0.53,0.405,0.15,0.8315,0.352,0.187,0.2525,10,False,False,True
